Bankleitzahl;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC
70020270;UniCredit Bank - HypoVereinsbank;82041;Deisenhofen;UniCredit Bank-HypoVereinbk;22000;HYVEDEMMXXX
70020270;UniCredit Bank - HypoVereinsbank;85521;Ottobrunn;UniCredit Bank-HypoVereinbk;22000;HYVEDEMMXXX
70020300;BNP Paribas NL Deutschland;80336;München;BNPParibas ex Commerzfinanz;25643;WKVBDEM1XXX
70020500;Bank für Sozialwirtschaft;81629;München;Bank für Sozialwirtschaft;25014;BFSWDE33MUE
70020570;Bank für Sozialwirtschaft;80335;München;Sozialbank München;;BFSWDE33MUE
70020800;INTESA SANPAOLO;80335;München;INTESA SANPAOLO München;29711;BCITDEFFMUC
70021180;UniCredit Bank - HypoVereinsbank;85354;Freising;UniCredit Bank-HypoVereinbk;22028;HYVEDEMM418
70022200;Fidor Bank;80335;München;Fidor Bank München;;FDDODEMMXXX
70025175;UniCredit Bank - HypoVereinsbank;83633;Bad Tölz;UniCredit Bank-HypoVereinbk;22011;HYVEDEMM643
70025175;UniCredit Bank - HypoVereinsbank;82377;Penzberg;UniCredit Bank-HypoVereinbk;22011;HYVEDEMM643
70030014;Fürst Fugger Privatbank;86150;Augsburg;Fuggerbank Augsburg;26091;FUBKDE71MUC
70030400;Merck Finck Privatbankiers;80327;München;Merck Finck Privatbankiers;26247;MEFIDEMMXXX
70031000;Bankhaus Ludwig Sperrer;85317;Freising;Bankhaus Sperrer Freising;26350;BHLSDEM1XXX
70032500;St.Galler Kantonalbank Deutschland;80333;München;SGKB Deutschland, München;;GAKDDEM1XXX
70033100;Baader Bank;85716;Unterschleißheim;Baaderbank Unterschleißheim;;BDWBDEMMXXX
70035000;Oldenburgische Landesbank;26030;Oldenburg;OLB, Oldenburg;26610;OLBODEH2700
70040041;Commerzbank;80704;München;Commerzbank München;24700;COBADEFFXXX
70040045;Commerzbank, Filiale München 2;80704;München;Commerzbank Fil. München 2;24005;COBADEFFXXX
70040048;Commerzbank GF-M48;80704;München;Commerzbank MUE GF-M48;24748;COBADEFFXXX
70040060;Commerzbank Gf 860;80804;München;Commerzbank Gf 860 München;24701;COBADEFFXXX
70040061;Commerzbank Gf 861;80804;München;Commerzbank Gf 861 München;24702;COBADEFFXXX
70040062;Commerzbank CC;80807;München;Commerzbank CC München;;COBADEFFXXX
70040063;Commerzbank CC;80807;München;Commerzbank CC München;;COBADEFFXXX
70040070;Commerzbank, CC SP;80273;München;Commerzbank CC SP, München;;COBADEFFXXX
70045050;Commerzbank Service-BZ;80804;München;Commerzbank Service-BZ;;COBADEFFXXX
70050000;Bayerische Landesbank;80277;München;BayernLB München;57166;BYLADEMMXXX
70051003;Sparkasse Freising;85318;Freising;Sparkasse Freising;57102;BYLADEM1FSI
70051540;Sparkasse Dachau;85219;Dachau;Sparkasse Dachau;57183;BYLADEM1DAH
70051995;Kreis- und Stadtsparkasse Erding-Dorfen;85423;Erding;Spk Erding-Dorfen;57142;BYLADEM1ERD
70052060;Sparkasse Landsberg-Dießen;86896;Landsberg am Lech;Spk Landsberg-Dießen;57151;BYLADEM1LLD
70053070;Sparkasse Fürstenfeldbruck;82243;Fürstenfeldbruck;Spk Fürstenfeldbruck;57182;BYLADEM1FFB
70054306;Sparkasse Bad Tölz-Wolfratshausen;83646;Bad Tölz;Spk Bad Tölz-Wolfratshausen;57154;BYLADEM1WOR
70070010;Deutsche Bank;80271;München;Deutsche Bank München;27220;DEUTDEMMXXX
70070010;Deutsche Bank;83012;Rosenheim;Deutsche Bank Rosenheim;27220;DEUTDEMM705
70070010;Deutsche Bank;82101;Germering;Deutsche Bank Germering;27220;DEUTDEMM713
70070010;Deutsche Bank;82453;Garmisch-Partenkirchen;Deutsche Bank Garmisch-Part;27220;DEUTDEMM701
70070010;Deutsche Bank;82242;Fürstenfeldbruck;Deutsche Bank Fürstenfeldb;27220;DEUTDEMM708
70070010;Deutsche Bank;84007;Landshut;Deutsche Bank Landshut;27220;DEUTDEMM703
70070010;Deutsche Bank;82302;Starnberg;Deutsche Bank Starnberg;27220;DEUTDEMM709
70070010;Deutsche Bank;85202;Dachau;Deutsche Bank Dachau;27220;DEUTDEMM706
70070010;Deutsche Bank;86882;Landsberg am Lech;Deutsche Bank Landsberg Lec;27220;DEUTDEMM702
70070010;Deutsche Bank;85521;Ottobrunn;Deutsche Bank Ottobrunn;27220;DEUTDEMM715
70070010;Deutsche Bank;84441;Mühldorf a. Inn;Deutsche Bank Mühldorf Inn;27220;DEUTDEMM704
70070010;Deutsche Bank;83632;Bad Tölz;Deutsche Bank Bad Tölz;27220;DEUTDEMM700
70070010;Deutsche Bank;82351;Weilheim i. OB;Deutsche Bank Weilheim Obb;27220;DEUTDEMM711
70070010;Deutsche Bank;85312;Freising;Deutsche Bank Freising;27220;DEUTDEMM707
70070010;Deutsche Bank;82141;Planegg;Deutsche Bank Planegg;27220;DEUTDEMM716
70070010;Deutsche Bank;82031;Grünwald;Deutsche Bank Grünwald;27220;DEUTDEMM714
70070010;Deutsche Bank;85424;Erding;Deutsche Bank Erding;27220;DEUTDEMM712
70070010;Deutsche Bank;83425;Bad Reichenhall;Deutsche Bank Bad Reichenha;27220;DEUTDEMM710
70070010;Deutsche Bank;83700;Rottach-Egern;Deutsche Bank Rottach-Egern;27220;DEUTDEMM717
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);80271;München;DB PFK (Deutsche Bank PGK);21220;DEUTDEDBMUC
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);83425;Bad Reichenhall;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB710
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);83632;Bad Tölz;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB700
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85202;Dachau;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB706
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85424;Erding;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB712
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85312;Freising;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB707
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82242;Fürstenfeldbruck;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB708
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82453;Garmisch-Partenkirchen;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB701
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82101;Germering;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB713
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82031;Grünwald;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB714
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86882;Landsberg am Lech;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB702
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);84007;Landshut;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB703
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);84441;Mühldorf a. Inn;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB704
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85521;Ottobrunn;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB715
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82141;Planegg;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB716
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);83012;Rosenheim;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB705
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);83700;Rottach-Egern;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB717
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82302;Starnberg;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB709
70070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);82351;Weilheim i. OB;DB PFK (Deutsche Bank PGK);21220;DEUTDEDB711
70080000;Commerzbank vormals Dresdner Bank;80273;München;Commerzbank München;28700;DRESDEFF700
70080056;Commerzbank vormals Dresdner Bank Zw 56;80273;München;Commerzbank Zw 56;28701;DRESDEFF714
70080057;Commerzbank vormals Dresdner Bank Gf ZW 57;80273;München;Commerzbk ZW 57 München;28702;DRESDEFF724
70080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3;80273;München;Commerzbank ITKG3 München;;DRESDEFFI55
70080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;80273;München;Commerzbank ITGK4 München;;DRESDEFFJ23
70080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;80273;München;Commerzbank ITGK5 München;;DRESDEFFJ24
70080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;80273;München;Commerzbank ITGK6 München;;DRESDEFFJ25
70089470;Commerzbank vormals Dresdner Bank ITGK;80273;München;Commerzbank ITGK München;;DRESDEFFI23
70089472;Commerzbank vormals Dresdner Bank ITGK;80273;München;Commerzbank ITGK München2;;DRESDEFFI45
70090100;Hausbank München;80331;München;Hausbank München;97034;GENODEF1M04
70090124;Hausbank München;80331;München;Hausbank München Gf Wohnung;;GENODEF1MU4
70090500;Sparda-Bank München;80018;München;Sparda-Bank München;97049;GENODEF1S04
70090606;apoBank;80323;München;apoBank München;97054;DAAEDED1006
70090606;apoBank;86004;Augsburg;apoBank Augsburg;97054;DAAEDED1027
70091500;Volksbank Raiffeisenbank Dachau;85209;Dachau;VB Raiffbk Dachau;97086;GENODEF1DCA
70091510;Volksbank Raiffeisenbank Dachau (Gf GAA);85221;Dachau;VR-Dachau;;GENODEF1DCA
70091600;VR-Bank Landsberg-Ammersee;86899;Landsberg am Lech;VR-Bank Landsberg-Ammersee;97091;GENODEF1DSS
70093200;Volksbank Raiffeisenbank Starnberg-Herrsching-Landsberg;82319;Starnberg;VR-Bank Starnberg-Hg-Lbg;97121;GENODEF1STH
70093400;VR-Bank Ismaning Hallbergmoos Neufahrn;85737;Ismaning;VR-Bank Ismaning Hallb Neuf;97122;GENODEF1ISV
70110088;Postbank Ndl der DB Privat- und Firmenkundenbank;80317;München;Postbank Ndl DB PFK;;PBNKDEFFXXX
70110500;Münchener Hypothekenbank;80503;München;Münch Hypoth Bank München;26740;MHYPDEMMXXX
70120100;State Street Bank International;80019;München;State Street Bk Int.München;;SBOSDEMXXXX
70120400;BNP Paribas Niederlassung Deutschland;90402;Nürnberg;BNP Paribas Deutschland;29360;DABBDEMMXXX
70120500;CACEIS Bank, Germany Branch;80939;München;CACEIS Bank, München;;FMBKDEMMXXX
70120600;Airbus Bank;80333;München;Airbus Bank;99020;AGBMDEMMXXX
70120700;Oberbank Ndl Deutschland;80068;München;Oberbank München;29870;OBKLDEMXXXX
70130700;Bankhaus August Lenz & Co;81679;München;Lenz Bank München;25700;LENZDEM1XXX
70130799;Bankhaus August Lenz & Co Gf GAA;81679;München;Lenz Bank München Gf GAA;;LENZDEM1XXX
70130800;Merkur Bank;80014;München;Merkur Bank München;98085;GENODEF1M06
70133300;Santander Consumer Bank;80331;München;Santander Bank München;29417;SCFBDE33XXX
70150000;Stadtsparkasse München;80791;München;Stadtsparkasse München;57193;SSKMDEMMXXX
70160000;DZ BANK;80268;München;DZ BANK München;67001;GENODEFF701
70163370;Volksbank Raiffeisenbank Fürstenfeldbruck;82256;Fürstenfeldbruck;VR-Bank Fürstenfeldbruck;67110;GENODEF1FFB
70166486;VR Bank München Land;82041;Deisenhofen;VR Bank München Land;67118;GENODEF1OHC
70169132;Raiffeisenbank Griesstätt-Halfing;83128;Halfing;Raiffbk Griesstätt-Halfing;67316;GENODEF1HFG
70169165;Raiffeisenbank Chiemgau-Nord - Obing;83119;Obing;Raiffbk Chiemgau-Nord-Obing;67370;GENODEF1SBC
70169186;Raiffeisenbank Pfaffenhofen a d Glonn;85235;Odelzhausen;Raiffbk Pfaffenhofen Glonn;67406;GENODEF1ODZ
70169190;Raiffeisenbank Tattenh-Großkarolinenf;83109;Großkarolinenfeld;Raiffbk Tattenh Großkarol;67410;GENODEF1GKT
70169191;Raiffeisenbank Rupertiwinkel;83315;Teisendorf;Raiffbk Rupertiwinkel;67411;GENODEF1TEI
70169310;Alxing-Brucker Genossenschaftsbank;85567;Bruck;Alxinger Bank;67482;GENODEF1ALX
70169333;Raiffeisenbank Beuerberg-Eurasburg;82547;Eurasburg;Raiffbk Beuerberg-Eurasburg;67504;GENODEF1EUR
70169351;Raiffeisenbank Nordkreis Landsberg;86492;Egling a.d.Paar;Raiffbk Nordkreis Landsberg;67518;GENODEF1ELB
70169356;Raiffeisenbank Erding;85421;Erding;Raiffeisenbank Erding;67525;GENODEF1EDR
70169382;Raiffeisenbank;82205;Gilching;Raiffeisenbank Gilching;67550;GENODEF1GIL
70169383;Raiffeisenbank Gmund am Tegernsee;83703;Gmund a. Tegernsee;Raiffeisenbank Gmund am Teg;67553;GENODEF1GMU
70169388;Raiffeisenbank Haag-Gars-Maitenbeth;83523;Haag i.OB;Raiffbk Haag-Gars-Maitenb;67558;GENODEF1HMA
70169410;Raiffeisenbank Holzkirchen-Otterfing;83607;Holzkirchen;Raiffbk Holzkirchen-Otterf;67575;GENODEF1HZO
70169413;Raiffeisenbank Singoldtal;86857;Hurlach;Raiffbk Singoldtal;67581;GENODEF1HUA
70169450;Raiffeisen-Volksbank Ebersberg;85567;Grafing b. München;Raiff-VB Ebersberg;67609;GENODEF1ASG
70169459;Raiffeisenbank;82481;Mittenwald;Raiffeisenbank Mittenwald;67614;GENODEF1MTW
70169460;Raiffeisenbank Westkreis Fürstenfeldbruck;82272;Moorenweis;Raiffbk Westkreis;67615;GENODEF1MOO
70169464;Genossenschaftsbank München;81218;München;Genossenschaftsbank;67620;GENODEF1M07
70169465;Raiffeisenbank München-Nord;85704;Unterschleißheim;Raiffbk München-Nord;67621;GENODEF1M08
70169466;Raiffeisenbank München-Süd;81457;München;Raiffeisenbank München-Süd;67622;GENODEF1M03
70169470;Raiffeisenbank München-Süd Gf GA;81476;München;Raiffeisenbank München-Süd;;GENODEF1GAA
70169509;Raiffeisenbank Pfaffenwinkel;86971;Peiting;Raiffbk Pfaffenwinkel;67654;GENODEF1PEI
70169521;Raiffeisenbank Raisting;82399;Raisting;Raiffeisenbank Raisting;67663;GENODEF1RIG
70169524;Raiffeisenbank RSA;83562;Rechtmehring;Raiffeisenbank RSA;67665;GENODEF1RME
70169530;Raiffeisenbank Neumarkt-St. Veit - Reischach;84571;Reischach;Raiffbk Neumarkt-Reischach;67674;GENODEF1RWZ
70169538;Raiffeisenbank St. Wolfgang-Schwindkirchen;84425;Sankt Wolfgang;Raiffbk St Wolfgang-Schwind;67679;GENODEF1SWO
70169543;Raiffeisenbank Isar-Loisachtal;82504;Wolfratshausen;Raiffbk Isar-Loisachtal;67688;GENODEF1HHS
70169558;Raiffeisenbank Steingaden;86989;Steingaden;Raiffeisenbank Steingaden;67701;GENODEF1SGA
70169566;VR-Bank Taufkirchen-Dorfen;84413;Taufkirchen (Vils);VR-Bank Taufkirchen-Dorfen;67705;GENODEF1TAV
70169568;Raiffeisenbank Taufkirchen-Oberneukirchen;84565;Oberneukirchen;Raiffbk Taufk-Oberneukirch;67707;GENODEF1TAE
70169575;Raiffeisenbank;86842;Türkheim;Raiffeisenbank Türkheim;67716;GENODEF1TRH
70169576;Raiffeisen-Volksbank Tüßling-Unterneukirchen;84577;Tüßling;Raiff-Volksbank Tüßling;67717;GENODEF1TUS
70169598;Raiffeisenbank im Oberland;83646;Bad Tölz;Raiffbk im Oberland;67730;GENODEF1MIB
70169605;VR-Bank Erding;85435;Erding;VR-Bank Erding;67739;GENODEF1ISE
70169614;Freisinger Bank Volksbank-Raiffeisenbank;85354;Freising;Freisinger Bank VB-Raiffbk;67747;GENODEF1FSR
70169619;Raiffeisenbank Zorneding;85600;Zorneding;Raiffeisenbank Zorneding;67750;GENODEF1ZOR
70169653;Raiffeisenbank Aiglsbach;84089;Aiglsbach;Raiffeisenbank Aiglsbach;67765;GENODEF1AIG
70169693;Raiffeisenbank Hallertau;84104;Rudelzhausen;Raiffeisenbank Hallertau;67795;GENODEF1RHT
70190000;Münchner Bank;81632;München;Münchner Bank;97002;GENODEF1M01
70190010;Münchner Bank;81679;München;Münchner Bank;;GENODEF1M1Y
70220000;LfA Förderbank Bayern;80535;München;LfA Förderbank München;;LFFBDEMMXXX
70220200;BHF-BANK;80333;München;BHF-BANK München;25167;BHFBDEFF700
70220300;BMW Bank;80788;München;BMW Bank München;29110;BMWBDEMUXXX
70220800;Vereinsbank Victoria Bauspar;80306;München;VVB München;;VVAGDEM1XXX
70220900;Wüstenrot Bausparkasse;80615;München;Wüstenrot Bausparkasse;;DRESDEFFBFC
70230600;Isbank Fil München;80336;München;Isbank München;29837;ISBKDEFXMUN
70250150;Kreissparkasse München Starnberg Ebersberg;80279;München;Kr Spk München Starnbg Ebbg;57101;BYLADEM1KMS
70320090;UniCredit Bank - HypoVereinsbank;82452;Garmisch-Partenkirchen;UniCredit Bank-HypoVereinbk;22031;HYVEDEMM654
70321194;UniCredit Bank - HypoVereinsbank;82351;Weilheim i. OB;UniCredit Bank-HypoVereinbk;22093;HYVEDEMM466
70322192;UniCredit Bank - HypoVereinsbank;82411;Murnau a. Staffelsee;UniCredit Bank-HypoVereinbk;22059;HYVEDEMM664
70350000;Kreissparkasse Garmisch-Partenkirchen;82467;Garmisch-Partenkirchen;Kr Spk Garmisch-Partenkirch;57159;BYLADEM1GAP
70351030;Sparkasse Oberland;82362;Weilheim i. OB;Sparkasse Oberland;57108;BYLADEM1WHM
70362595;Raiffeisenbank Wallgau-Krün;82499;Wallgau;Raiffbk Wallgau-Krün;67101;GENODEF1WAK
70380006;Commerzbank vormals Dresdner Bank;82467;Garmisch-Partenkirchen;Commerzbank Garmisch-Par;28703;DRESDEFF703
70390000;VR-Bank Werdenfels;82467;Garmisch-Partenkirchen;VR-Bank Werdenfels;97003;GENODEF1GAP
70390010;VR-Bank Werdenfels;82467;Garmisch-Partenkirchen;VR-Bank Werdenfels;;GENODEF1GAP
71020072;UniCredit Bank - HypoVereinsbank;83423;Bad Reichenhall;UniCredit Bank-HypoVereinbk;22010;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;83381;Freilassing;UniCredit Bank-HypoVereinbk;22010;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;83461;Berchtesgaden;UniCredit Bank-HypoVereinbk;22010;HYVEDEMM410
71021270;UniCredit Bank - HypoVereinsbank;84519;Neuötting;UniCredit Bank-HypoVereinbk;22003;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;84503;Altötting;UniCredit Bank-HypoVereinbk;22003;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;84307;Eggenfelden;UniCredit Bank-HypoVereinbk;22003;HYVEDEMM629
71022182;UniCredit Bank - HypoVereinsbank;83261;Traunstein;UniCredit Bank-HypoVereinbk;22088;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;83247;Marquartstein;UniCredit Bank-HypoVereinbk;22088;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;83291;Traunreut;UniCredit Bank-HypoVereinbk;22088;HYVEDEMM453
71023173;UniCredit Bank - HypoVereinsbank;84479;Burghausen;UniCredit Bank-HypoVereinbk;22018;HYVEDEMM632
71050000;Sparkasse Berchtesgadener Land;83435;Bad Reichenhall;Spk Berchtesgadener Land;57147;BYLADEM1BGL
71052050;Kreissparkasse Traunstein-Trostberg;83264;Traunstein;Kr Spk Traunstein-Trostberg;57141;BYLADEM1TST
71061009;VR meine Raiffeisenbank;84496;Altötting;VR meine Raiffeisenbank;67041;GENODEF1AOE
71062802;Raiffeisenbank;83454;Anger;Raiffeisenbank Anger;67103;GENODEF1AGE
71090000;Volksbank Raiffeisenbank Oberbayern Südost;83423;Bad Reichenhall;VB RB Oberbayern Südost;97004;GENODEF1BGL
71120077;UniCredit Bank - HypoVereinsbank;83001;Rosenheim;UniCredit Bank-HypoVereinbk;22072;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83035;Bad Aibling;UniCredit Bank-HypoVereinbk;22072;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83712;Miesbach;UniCredit Bank-HypoVereinbk;22072;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83201;Prien a. Chiemsee;UniCredit Bank-HypoVereinbk;22072;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83503;Wasserburg a. Inn;UniCredit Bank-HypoVereinbk;22072;HYVEDEMM448
71120078;UniCredit Bank - HypoVereinsbank;83700;Rottach-Egern;UniCredit Bank-HypoVereinbk;22074;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;83701;Gmund a. Tegernsee;UniCredit Bank-HypoVereinbk;22074;HYVEDEMM644
71121176;UniCredit Bank - HypoVereinsbank;84445;Mühldorf a. Inn;UniCredit Bank-HypoVereinbk;22058;HYVEDEMM438
71122183;UniCredit Bank - HypoVereinsbank;84465;Waldkraiburg;UniCredit Bank-HypoVereinbk;22091;HYVEDEMM457
71140041;Commerzbank Rosenheim;83022;Rosenheim;Commerzbank Rosenheim;24705;COBADEFFXXX
71141041;Commerzbank;84453;Mühldorf a. Inn;Commerzbank Mühldorf Inn;24704;COBADEFFXXX
71142041;Commerzbank;84465;Waldkraiburg;Commerzbank Waldkraiburg;24706;COBADEFFXXX
71150000;Sparkasse Rosenheim-Bad Aibling;83004;Rosenheim;Spk Rosenheim-Bad Aibling;57138;BYLADEM1ROS
71151020;Sparkasse Altötting-Mühldorf;84445;Mühldorf a. Inn;Spk Altötting-Mühldorf;57104;BYLADEM1MDF
71152570;Kreissparkasse Miesbach-Tegernsee;83714;Miesbach;Kr Spk Miesbach-Tegernsee;57137;BYLADEM1MIB
71152680;Kreis- und Stadtsparkasse Wasserburg;83504;Wasserburg a. Inn;Kr u St Spk Wasserburg;57146;BYLADEM1WSB
71160000;Volksbank Raiffeisenbank Rosenheim-Chiemsee;83022;Rosenheim;VB RB Rosenheim-Chiemsee;68159;GENODEF1VRR
71162355;Raiffeisenbank Oberaudorf;83080;Oberaudorf;Raiffeisenbank Oberaudorf;67092;GENODEF1OBD
71162804;Raiffeisenbank Aschau-Samerberg;83226;Aschau i. Chiemgau;Raiffbk Aschau-Samerberg;67104;GENODEF1ASU
71180005;Commerzbank vormals Dresdner Bank;83011;Rosenheim;Commerzbank Rosenheim;28711;DRESDEFF711
72000000;Bundesbank;86136;Augsburg;BBk Augsburg;20720;MARKDEF1720
72012300;Bank für Tirol und Vorarlberg Deutschland;87700;Memmingen;BTV Zndl Deutschland;;BTVADE61XXX
72020070;UniCredit Bank - HypoVereinsbank;86002;Augsburg;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86301;Friedberg;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;89402;Dillingen a.d.Donau;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86369;Krumbach (Schwaben);UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86357;Gersthofen;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86329;Königsbrunn;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86344;Neusäß;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86827;Schwabmünchen;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86899;Landsberg am Lech;UniCredit Bank-HypoVereinbk;22007;HYVEDEMM408
72020700;Augsburger Aktienbank;86150;Augsburg;Augsburger Aktienbank;25310;AUGBDE77XXX
72021271;UniCredit Bank - HypoVereinsbank;86543;Aichach;UniCredit Bank-HypoVereinbk;22002;HYVEDEMM236
72021876;UniCredit Bank - HypoVereinsbank;89305;Günzburg;UniCredit Bank-HypoVereinbk;22032;HYVEDEMM259
72030014;Fürst Fugger Privatbank;86006;Augsburg;Fürst Fugger Privatbk Augsb;99015;FUBKDE71XXX
72030227;Bankhaus Anton Hafner;86150;Augsburg;Bankhaus Anton Hafner;26155;ANHODE77XXX
72030260;Bankhaus Anton Hafner (Gf PayCenter);86150;Augsburg;Bankhaus Anton Hafner;;ANHODE77PAY
72040046;Commerzbank;86150;Augsburg;Commerzbank Augsburg;24720;COBADEFFXXX
72050000;Stadtsparkasse Augsburg;86135;Augsburg;St Spk Augsburg;57194;AUGSDE77XXX
72050101;Kreissparkasse Augsburg;86009;Augsburg;Kr Spk Augsburg;57190;BYLADEM1AUG
72051210;Sparkasse Aichach-Schrobenhausen;86542;Aichach;Spk Aichach-Schrobenhausen;57145;BYLADEM1AIC
72051840;Sparkasse Günzburg-Krumbach;89304;Günzburg;Spk Günzburg-Krumbach;57120;BYLADEM1GZK
72062152;VR-Bank Handels- und Gewerbebank;86358;Gersthofen;VR-Bank HG-Bank;68123;GENODEF1MTG
72069002;Raiffeisenbank Adelzhausen-Sielenbach;86559;Adelzhausen;Raiffbk Adelzhausen-Sielenb;67124;GENODEF1ADZ
72069005;Raiffeisenbank;86447;Aindling;Raiffeisenbank Aindling;67128;GENODEF1AIL
72069034;Raiffeisenbank Bissingen;86657;Bissingen;Raiffeisenbank Bissingen;67170;GENODEF1BSI
72069036;Raiffeisenbank Bobingen;86394;Bobingen;Raiffeisenbank Bobingen;67174;GENODEF1BOI
72069043;VR-Bank Donau-Mindel;89407;Dillingen a.d.Donau;VR-Bank Donau-Mindel;67183;GENODEF1GZ2
72069105;Raiffeisenbank;86856;Hiltenfingen;Raiffeisenbank Hiltenfingen;67270;GENODEF1HTF
72069113;Raiffeisenbank Aschberg;89438;Holzheim;Raiffeisenbank Aschberg;67285;GENODEF1HZH
72069119;Raiffeisenbank Ichenhausen;89335;Ichenhausen;Raiffeisenbank Ichenhausen;67292;GENODEF1ICH
72069123;Raiffeisenbank Jettingen-Scheppach;89343;Jettingen-Scheppach;Raiffbk Jettingen-Schep;67299;GENODEF1JET
72069126;Raiffeisenbank Mittelschwaben;89297;Roggenburg;Raiffbk Mittelschwaben;67305;GENODEF1BBT
72069135;Raiffeisenbank Stauden;86863;Langenneufnach;Raiffbk Stauden Langenneufn;67321;GENODEF1LST
72069155;Raiffeisenbank Kissing-Mering;86407;Mering;Raiffbk Kissing-Mering;67352;GENODEF1MRI
72069179;Raiffeisenbank Unteres Zusamtal;86647;Buttenwiesen;Raiffbk Unteres Zusamtal;67397;GENODEF1BWI
72069193;Raiffeisenbank;86508;Rehling;Raiffeisenbank Rehling;67415;GENODEF1RLI
72069220;Raiffeisenbank;86827;Schwabmünchen;Raiffbk Schwabmünchen;67441;GENODEF1SMU
72069235;Raiffeisenbank;86470;Thannhausen;Raiffeisenbank Thannhausen;67451;GENODEF1THS
72069274;Raiffeisenbank Augsburger Land West;86441;Zusmarshausen;Raiffbk Augsburger Ld West;67475;GENODEF1ZUS
72069308;Raiffeisen-Volksbank Wemding;86648;Wemding;RVB Wemding;67481;GENODEF1WDN
72069329;Raiffeisen-Volksbank Ries;86720;Nördlingen;Raiffeisen-Volksbank Ries;67495;GENODEF1NOE
72069736;Raiffeisenbank Schwaben Mitte;86370;Krumbach (Schwaben);Raiffbk Schwaben Mitte;67820;GENODEF1BLT
